title,speaker,calling,calling_original,year,season,url
We will be pleased to hear next from Elder J.,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,October,https://archive.org/details/conferencereport1930sa
"My brethren and sisters, it is indeed an honor to...",J. Reuben Clark,Elder J. Reuben Clark,Elder J. Reuben Clark,1930,October,https://archive.org/details/conferencereport1930sa
"99 in my attitude, in my work. God give to...",J. Reuben Clark,Elder J. Reuben Clark,Elder J. Reuben Clark,1930,October,https://archive.org/details/conferencereport1930sa
"Presiding Bishop of tthe Church I regret, my brethren and...",Sylvester Q. Cannon,Elder Sylvester Q. Cannon,Elder Sylvester Q. Cannon,1930,October,https://archive.org/details/conferencereport1930sa
103' should be provision made by the government for the...,Sylvester Q. Cannon,Elder Sylvester Q. Cannon,Elder Sylvester Q. Cannon,1930,October,https://archive.org/details/conferencereport1930sa
"105 this plan wherever unsatisfactory conditions prevail, a great improvement...",Sylvester Q. Cannon,Elder Sylvester Q. Cannon,Elder Sylvester Q. Cannon,1930,October,https://archive.org/details/conferencereport1930sa
There are four brethren who have returned from missions who...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,October,https://archive.org/details/conferencereport1930sa
Former President of the German- Austrian Mission My brethren and...,Hyrum W. Valentine,Elder Hyrum W. Valentine,Elder Hyrum W. Valentine,1930,October,https://archive.org/details/conferencereport1930sa
Former President of the German- Austrian Mission I am deeply...,Edward P. Kimball,Elder Edward P. Kimball,Elder Edward P. Kimball,1930,October,https://archive.org/details/conferencereport1930sa
109 and that our brethren and sisters over there shall...,Edward P. Kimball,Elder Edward P. Kimball,Elder Edward P. Kimball,1930,October,https://archive.org/details/conferencereport1930sa
"Presiding Patriarch of the Church I desire, my brethren and...",Hyrum G. Smith,Elder Hyrum G. Smith,Elder Hyrum G. Smith,1930,October,https://archive.org/details/conferencereport1930sa
111 and strife. I would like to bespeak for the...,Hyrum G. Smith,Elder Hyrum G. Smith,Elder Hyrum G. Smith,1930,October,https://archive.org/details/conferencereport1930sa
"There appeared in the Deseret News last night, occupying nearly...",Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,October,https://archive.org/details/conferencereport1930sa
113 benediction until the Choir has withdrawn and become stationed...,Weber J. Grant,President Weber J. Grant,President Weber J. Grant,1930,October,https://archive.org/details/conferencereport1930sa
Of the First Council of Seventy and President of the...,Charles H. Hart,Elder Charles H. Hart,Elder Charles H. Hart,1930,October,https://archive.org/details/conferencereport1930sa
"115 Not the God of the Old Testament, nor the...",Charles H. Hart,Elder Charles H. Hart,Elder Charles H. Hart,1930,October,https://archive.org/details/conferencereport1930sa
117 I must not talk longer. I might read you...,Charles H. Hart,Elder Charles H. Hart,Elder Charles H. Hart,1930,October,https://archive.org/details/conferencereport1930sa
I asked for a list to be furnished me of...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,October,https://archive.org/details/conferencereport1930sa
First Counselor in \the First Presidency Before beginning my remarks...,Anthony W. Ivins,President Anthony W. Ivins,President Anthony W. Ivins,1930,October,https://archive.org/details/conferencereport1930sa
"121 them, ambassadors were sent to Rome with a petition...",Anthony W. Ivins,President Anthony W. Ivins,President Anthony W. Ivins,1930,October,https://archive.org/details/conferencereport1930sa
We have as usual — and this you have heard...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,October,https://archive.org/details/conferencereport1930sa
President of the Central State's Mission I have been greatly...,Samuel O. Bennion,Elder Samuel O. Bennion,Elder Samuel O. Bennion,1930,October,https://archive.org/details/conferencereport1930sa
"President of the Eastern States Mission My brethren and sisters,...",James H. Moyle,Elder James H. Moyle,Elder James H. Moyle,1930,October,https://archive.org/details/conferencereport1930sa
127 educating and developing the young; our unparalleled missionary system...,James H. Moyle,Elder James H. Moyle,Elder James H. Moyle,1930,October,https://archive.org/details/conferencereport1930sa
President of the F<ast Central States Mission I am very...,Miles L. Jones,Elder Miles L. Jones,Elder Miles L. Jones,1930,October,https://archive.org/details/conferencereport1930sa
President of the No^th Central States Mission My Brethren and...,Arthur Welling,Elder Arthur Welling,Elder Arthur Welling,1930,October,https://archive.org/details/conferencereport1930sa
"129 are well and enjoying their work. That the drouth,...",Arthur Welling,Elder Arthur Welling,Elder Arthur Welling,1930,October,https://archive.org/details/conferencereport1930sa
President of the Northern States Mission I pray in my...,Noah S. Pond,Elder Noah S. Pond,Elder Noah S. Pond,1930,October,https://archive.org/details/conferencereport1930sa
President of the Northwestern States Mission Since our last Conference...,William R. Sloan,Elder William R. Sloan,Elder William R. Sloan,1930,October,https://archive.org/details/conferencereport1930sa
131 being held by the missionaries there. Sister Ada Strong...,William R. Sloan,Elder William R. Sloan,Elder William R. Sloan,1930,October,https://archive.org/details/conferencereport1930sa
President of the Relief Society In an address given by...,Louise Y. Robison,Sister Louise Y. Robison,Sister Louise Y. Robison,1930,October,https://archive.org/details/conferencereport1930sa
133 challenge to Us to analyze ourselves and find if...,"Louise Y, Rob I Son","Sister Louise Y, Rob I Son","Sister Louise Y, Rob I Son",1930,October,https://archive.org/details/conferencereport1930sa
President of the Young Ladies' Mutual Improvement Association My brethren...,Ruth May Fox,Sister Ruth May Fox,Sister Ruth May Fox,1930,October,https://archive.org/details/conferencereport1930sa
General Superintendent of the Primary Association This splendid Conference would...,May Anderson,Sister May Anderson,Sister May Anderson,1930,October,https://archive.org/details/conferencereport1930sa
135 we are providing safe and sane activities that will...,May Anderson,Sister May Anderson,Sister May Anderson,1930,October,https://archive.org/details/conferencereport1930sa
"Presented the General Authorities and Officers of the Church, also...",Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,October,https://archive.org/details/conferencereport1930sa
"The time has expired, but I cannot refrain from saying a few words.",Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,October,https://archive.org/details/conferencereport1930sa
139 of Missions and all men and women in any...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,October,https://archive.org/details/conferencereport1930sa
I do not recall that at a first session of...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1931,April,https://archive.org/details/conferencereport1931a
3 Education : Expended for the maintenance of Church School...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1931,April,https://archive.org/details/conferencereport1931a
"5 Joseph M. Holt, president of the West Jordan Stake....",Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1931,April,https://archive.org/details/conferencereport1931a
In most instances the misrepresentations and false accusations have been...,Widtsoe Maligned,President Widtsoe Maligned,President Widtsoe Maligned,1931,April,https://archive.org/details/conferencereport1931a
9 The fact is that during my administration no part...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1931,April,https://archive.org/details/conferencereport1931a
13 obeying it? I say No. One of the best...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1931,April,https://archive.org/details/conferencereport1931a
"15 that obey him."" He passed through practically every experience...",Sylvester Q. Cannon,Elder Sylvester Q. Cannon,Elder Sylvester Q. Cannon,1931,April,https://archive.org/details/conferencereport1931a
17 maintained a humble spirit they have been able to...,Sylvester Q. Cannon,Elder Sylvester Q. Cannon,Elder Sylvester Q. Cannon,1931,April,https://archive.org/details/conferencereport1931a
Of the Council of the Twelve Apostles My brethren and...,Rudger Clawson,President Rudger Clawson,President Rudger Clawson,1931,April,https://archive.org/details/conferencereport1931a
Of the Council of the Twelve Apostles .,Stephen L. Richards,Elder Stephen L. Richards,Elder Stephen L. Richards,1931,April,https://archive.org/details/conferencereport1931a
Of the Council of the Twelve Apostles I want to...,Reed Smoot,Elder Reed Smoot,Elder Reed Smoot,1931,April,https://archive.org/details/conferencereport1931a
"Of the Council of the Twelve Apostles About 420, probably...",James E. Talmage,Elder James E. Talmage,Elder James E. Talmage,1931,April,https://archive.org/details/conferencereport1931a
29 FALSE PROPHETS The Lord does not work miracles to...,James E. Talmage,Elder James E. Talmage,Elder James E. Talmage,1931,April,https://archive.org/details/conferencereport1931a
"I trust that we may have the power of discrimination,...",James E. Talmage,Elder James E. Talmage,Elder James E. Talmage,1931,April,https://archive.org/details/conferencereport1931a
Of the Council of the Twelve Apostles Sixty-one years ago...,George Albert Smith,Elder George Albert Smith,Elder George Albert Smith,1931,April,https://archive.org/details/conferencereport1931a
"33 age, was a member of Zion's Camp. He was...",George Albert Smith,Elder George Albert Smith,Elder George Albert Smith,1931,April,https://archive.org/details/conferencereport1931a
Of the Council of the Twelve Apostles There came a...,Melvin J. Ballard,Elder Melvin J. Ballard,Elder Melvin J. Ballard,1931,April,https://archive.org/details/conferencereport1931a
"37 be seduced by evil spirits, or doctrines of devils,...",Melvin J. Ballard,Elder Melvin J. Ballard,Elder Melvin J. Ballard,1931,April,https://archive.org/details/conferencereport1931a
39 now for the last few years have been hearing...,Melvin J. Ballard,Elder Melvin J. Ballard,Elder Melvin J. Ballard,1931,April,https://archive.org/details/conferencereport1931a
Of the Council of the Twelve Apostles It is a...,George F. Richards,Elder George F. Richards,Elder George F. Richards,1931,April,https://archive.org/details/conferencereport1931a
"41 angles, to my entire satisfaction, and have had the...",George F. Richards,Elder George F. Richards,Elder George F. Richards,1931,April,https://archive.org/details/conferencereport1931a
43 God has set his hand to save his children...,George F. Richards,Elder George F. Richards,Elder George F. Richards,1931,April,https://archive.org/details/conferencereport1931a
Of the First Council of Seventy and President of the...,Levi Edgar Young,Elder Levi Edgar Young,Elder Levi Edgar Young,1931,April,https://archive.org/details/conferencereport1931a
